state_name,drug_name,generic_name,bene_count,prescriber_count,total_claim_count,total_drug_cost
National Total,FAMOTIDINE,FAMOTIDINE IN NACLISO-OSM/PF,63,34,75,1394.87
National Total,FAMOTIDINE,FAMOTIDINE/PF,786,385,3028,21595.01
National Total,FAMVIR,FAMCICLOVIR,171,186,540,410027.11
National Total,FANAPT,ILOPERIDONE,9893,6580,71467,42016339.51
National Total,FARESTON,TOREMIFENE CITRATE,385,327,1798,1771714.4
National Total,FASLODEX,FULVESTRANT,459,386,2295,4452919.88
National Total,FAZACLO,CLOZAPINE,3623,2555,54130,28963836.87
National Total,FE C,IRONCARBONYL/VIT C/VIT B12/FA,371,305,1501,17161.93
National Total,FELBAMATE,FELBAMATE,2029,1995,19361,13677063.52
National Total,FELBATOL,FELBAMATE,1020,920,8486,9187097.01
National Total,FELDENE,PIROXICAM,89,98,305,92865.26
National Total,FELODIPINE ER,FELODIPINE,157830,84275,917819,54916217.65
National Total,FEM PH,ACETIC ACID/OXYQUINOLINE,130,103,184,3922.54
National Total,FEMARA,LETROZOLE,1872,1803,8947,6354513.13
National Total,FEMCON FE,NORETH-ETHINYL ESTRADIOL/IRON,52,59,270,30992.92
National Total,FEMHRT,NORETHIND AC/ETHINYL ESTRADIOL,2011,2078,7622,929456.05
National Total,FEMRING,ESTRADIOL ACETATE,2953,2650,8328,1731452.35
National Total,FEMTRACE,ESTRADIOL ACETATE,43,43,64,4958.11
National Total,FENOFIBRATE,FENOFIBRATE,465989,136967,2385330,161297944.6
National Total,FENOFIBRATE,FENOFIBRATE NANOCRYSTALLIZED,417028,159406,2197696,345262758
National Total,FENOFIBRATE,FENOFIBRATEMICRONIZED,218154,88457,1159102,97231926.28
National Total,FENOFIBRIC ACID,FENOFIBRIC ACID,1696,1625,6475,618553.96
National Total,FENOFIBRIC ACID,FENOFIBRIC ACID (CHOLINE),94756,49929,245260,41851099.96
National Total,FENOGLIDE,FENOFIBRATE,883,870,2704,1029570.61
National Total,FENOPROFEN CALCIUM,FENOPROFEN CALCIUM,1093,992,3959,595079.47
National Total,FENTANYL,FENTANYL,467471,176317,3113162,439364271.1
National Total,FENTANYL CITRATE,FENTANYL CITRATE,1232,1155,9021,18254661.61
National Total,FENTANYL CITRATE,FENTANYL CITRATE/PF,907,173,1115,16708.76
National Total,FENTORA,FENTANYL CITRATE,601,545,3879,27058431.88
National Total,FEROCON,FE FUMARATE/VIT C/B12-IF/FA,309,280,1120,22828.08
National Total,FERRALET 90,IRON CARB & GLUC/FA/B12/C/DSS,193,181,540,32745.07
National Total,FERRAPLUS 90,IRON/FA/B12/C/DOCUSATE SODIUM,41,39,120,3161.08
National Total,FERREX 150 FORTE,IRON PS CMPLX/VIT B12/FA,846,816,2642,34088.94
National Total,FERREX 150 FORTE PLUS,IRON ASPGLY&PS/C/B12/FA/CA/SUC,842,799,2808,190875.89
National Total,FERREX 28,IRON AG&FUM/C/FA/MV CMB11/CA-T,279,249,1210,42072.79
National Total,FERRIPROX,DEFERIPRONE,125,104,766,6150290.91
National Total,FERRLECIT,SODIUM FERRIC GLUCONAT/SUCROSE,13,  ,20,4500.59
National Total,FERROCITE PLUS,IRON/FA/VITAMIN B COMP W-C/MIN,124,127,475,7511.47
National Total,FERROGELS FORTE,IRON FUMARATE/VIT C/VIT B12/FA,123,104,258,6335.37
National Total,FETZIMA,LEVOMILNACIPRAN HYDROCHLORIDE,30,25,36,7652.94
National Total,FEXMID,CYCLOBENZAPRINE HCL,100,101,217,60844.23
National Total,FEXOFENADINE HCL,FEXOFENADINE HCL,6851,5436,10458,335355.08
National Total,FEXOFENADINE-PSE ER,FEXOFENADINE/PSEUDOEPHEDRINE,256,232,527,55493.69
National Total,FIBRICOR,FENOFIBRIC ACID,14,14,50,5404.69
National Total,FINACEA,AZELAIC ACID,31486,13661,50036,10822551.48
National Total,FINACEA PLUS,AZELAIC ACID/CERAMIDE 136-11,46,43,54,10600.64
National Total,FINASTERIDE,FINASTERIDE,875680,188358,4356965,130857414.8
National Total,FIORICET,BUTALB/ACETAMINOPHEN/CAFFEINE,470,526,1939,444516.66
National Total,FIORICET WITH CODEINE,BUTALBIT/ACETAMIN/CAFF/CODEINE,205,240,981,478602.62
National Total,FIORINAL,BUTALBITAL/ASPIRIN/CAFFEINE,131,141,446,100000.18
National Total,FIORINAL WITH CODEINE #3,CODEINE/BUTALBITAL/ASA/CAFFEIN,292,361,2135,998831.58
National Total,FIRAZYR,ICATIBANT ACETATE,217,174,1117,47942335.13
National Total,FIRMAGON,DEGARELIX ACETATE,265,148,1049,608072.74
National Total,FIRST-DUKE'S,NYSTATIN/HYDROCORTISONE/DIPHEN,27,26,40,1793.4
National Total,FIRST-LANSOPRAZOLE,LANSOPRAZOLE,34,40,141,11601.67
National Total,FIRST-MARY'S,NYSTATIN/TCN/HC/DIPHENHYDRAMIN,77,76,105,5369.38
National Total,FIRST-MOUTHWASH BLM,MAG&AL/SIM/DIPHENHYD/LIDOCAINE,26,26,28,1141.63
National Total,FIRST-OMEPRAZOLE,OMEPRAZOLE,73,75,239,27297.49
National Total,FLAGYL,METRONIDAZOLE,305,314,407,79287.97
National Total,FLAGYL ER,METRONIDAZOLE,337,317,383,89275.14
National Total,FLAREX,FLUOROMETHOLONE ACETATE,1472,917,3081,174082.69
National Total,FLAVOXATE HCL,FLAVOXATE HCL,8551,6217,25570,2085259.71
National Total,FLEBOGAMMA DIF,IMMUNE GLOBULINGAMMA(IGG),28,28,185,1185964.74
National Total,FLECAINIDE ACETATE,FLECAINIDE ACETATE,109764,50200,576885,27429218.78
National Total,FLECTOR,DICLOFENAC EPOLAMINE,60547,35688,142374,46756709.58
National Total,FLOLAN,EPOPROSTENOL SODIUM (GLYCINE),  ,  ,32,103403.96
National Total,FLOMAX,TAMSULOSIN HCL,7686,7464,33450,9781088.23
National Total,FLONASE,FLUTICASONE PROPIONATE,2865,2861,7016,818322.24
National Total,FLOVENT DISKUS,FLUTICASONE PROPIONATE,35645,26133,111152,19441783.09
National Total,FLOVENT HFA,FLUTICASONE PROPIONATE,306024,140050,991473,227246686.8
National Total,FLUCONAZOLE,FLUCONAZOLE,1311332,376625,2340398,25790277.57
National Total,FLUCONAZOLE IN DEXTROSE,FLUCONAZOLE IN DEXTROSEISO-OS,62,62,220,14710.71
National Total,FLUCONAZOLE IN SALINE,FLUCONAZOLE IN NACLISO-OSM,994,931,2627,153962.02
National Total,FLUCONAZOLE-NACL,FLUCONAZOLE IN NACLISO-OSM,23,23,42,2207.66
National Total,FLUCYTOSINE,FLUCYTOSINE,117,124,199,635887.53
National Total,FLUDARABINE PHOSPHATE,FLUDARABINE PHOSPHATE,39,34,125,79398.44
National Total,FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE,89372,68277,449981,12773035.26
National Total,FLUMAZENIL,FLUMAZENIL,600,69,635,9147.88
National Total,FLUNISOLIDE,FLUNISOLIDE,42245,26936,108176,6719100.37
National Total,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,82850,38490,138097,13543975.89
National Total,FLUOCINOLONE ACETONIDE,FLUOCINOLONE/SHOWER CAP,33843,16398,57894,4295561.85
National Total,FLUOCINOLONE ACETONIDE OIL,FLUOCINOLONE ACETONIDE OIL,51231,16242,71142,4839371.47
National Total,FLUOCINONIDE,FLUOCINONIDE,533557,119921,997860,41070870.4
National Total,FLUOCINONIDE EMOLLIENT,FLUOCINONIDE/EMOLLIENT BASE,1278,1075,1863,48405.17
National Total,FLUOCINONIDE-E,FLUOCINONIDE/EMOLLIENT BASE,21226,9808,35126,1133911.21
National Total,FLUOR-A-DAY,SODIUM FLUORIDE/XYLITOL,  ,  ,17,354.33
National Total,FLUORIDE,SODIUM FLUORIDE,67,64,205,1325.31
National Total,FLUORITAB,SODIUM FLUORIDE,  ,  ,12,76.57
National Total,FLUOROMETHOLONE,FLUOROMETHOLONE,155082,28488,293297,3966764.67
National Total,FLUOROPLEX,FLUOROURACIL,4003,1765,4681,1996204.56
National Total,FLUOROURACIL,FLUOROURACIL,216951,36060,256294,48282349.18
National Total,FLUOXETINE DR,FLUOXETINE HCL,1453,1588,8760,1394564.5
National Total,FLUOXETINE HCL,FLUOXETINE HCL,1062348,265396,6082951,89436887.79
National Total,FLUPHENAZINE DECANOATE,FLUPHENAZINE DECANOATE,18284,10366,74509,8066705.36
National Total,FLUPHENAZINE HCL,FLUPHENAZINE HCL,39871,25527,316826,6206835.6
National Total,FLURAZEPAM HCL,FLURAZEPAM HCL,24869,15983,85047,619531.53
National Total,FLURBIPROFEN,FLURBIPROFEN,13309,6193,35796,902995.8
National Total,FLURBIPROFEN SODIUM,FLURBIPROFEN SODIUM,20813,2319,39907,415313.99
National Total,FLUTAMIDE,FLUTAMIDE,2965,2457,14251,1947780.1
National Total,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,3529159,349260,8895451,252376647.2
National Total,FLUVASTATIN SODIUM,FLUVASTATIN SODIUM,9873,9362,45254,7023623.47
National Total,FLUVOXAMINE MALEATE,FLUVOXAMINE MALEATE,36924,28250,302208,13143187.78
National Total,FML,FLUOROMETHOLONE,1055,885,1759,110746.46
National Total,FML FORTE,FLUOROMETHOLONE,11056,5379,19384,971272.74
National Total,FML S.O.P.,FLUOROMETHOLONE,11700,6748,14421,807630.09
National Total,FOCALIN,DEXMETHYLPHENIDATE HCL,102,128,468,58662.9
National Total,FOCALIN XR,DEXMETHYLPHENIDATE HCL,1807,2190,10518,2996122.32
National Total,FOLASTIN,CYANOCOBALAMIN/FA/PYRIDOXINE,  ,  ,17,762.7
National Total,FOLBEE,CYANOCOBALAMIN/FA/PYRIDOXINE,1889,1670,8397,260772.91
National Total,FOLBEE PLUS,FOLIC ACID/VITAMIN B COMP W-C,492,430,2105,48968.4
National Total,FOLBEE PLUS CZ,FOLIC ACID/VIT BCOMP&C/CU/ZNOX,200,180,803,24567.36
National Total,FOLBIC,CYANOCOBALAMIN/FA/PYRIDOXINE,6625,4849,29826,1133432.3
National Total,FOLBIC RF,B12/LEVOMEFOLATE CALCIUM/B-6,28,28,50,3456.77
National Total,FOLCAL DHA,PNV66/IRON FUMARATE/FA/DSS/DHA,34,33,104,5905.58
National Total,FOLCAPS,CYANOCOBALAMIN/FA/PYRIDOXINE,142,134,459,9740.23
National Total,FOLCAPS OMEGA-3,PNV W-CA NO.37/IRON/FA/OMEGA-3,48,50,155,8855.29
National Total,FOLGARD OS,CAL CARB/MGOX/D3/B12/FA/B6/BOR,161,140,576,15858.12
National Total,FOLGARD RX,CYANOCOBALAMIN/FA/PYRIDOXINE,615,521,2232,87364.74
National Total,FOLIC ACID,CYANOCOBALAMIN/FA/PYRIDOXINE,275,264,459,19522.52
National Total,FOLIC ACID,FOLIC ACID,97436,50765,461757,1977886.01
National Total,FOLIC ACID-VIT B6-VIT B12,CYANOCOBALAMIN/FA/PYRIDOXINE,271,267,1020,19390.15
National Total,FOLIVANE-F,IRON FUM & PS CMP/FA/VIT C/B3,64,59,224,4135.63
National Total,FOLIVANE-OB,PNV NO.15/IRON FUM & PS CMP/FA,32,32,87,2690.79
National Total,FOLIVANE-PLUS,IRON FUM & P/FA/VIT B & C NO.9,178,175,644,13618.61
National Total,FOLIVANE-PRX DHA NF,PNV39/IRON FUMARATE/FA/DSS/DHA,13,15,37,1707.66
National Total,FOLOTYN,PRALATREXATE,  ,  ,62,1297132.52
National Total,FOLPLEX 2.2,CYANOCOBALAMIN/FA/PYRIDOXINE,408,361,1636,30226.94
National Total,FOLTANX,METHYL-B12/L-MEFOLATE/B6 PHOS,1361,1241,3668,270357.71
National Total,FOLTANX RF,LEVOMEFOLATE/B6/B12/ALGAL OIL,143,137,258,34193.05
National Total,FOLTRATE,CYANOCOBALAMIN/FOLIC ACID,13,14,44,1835.08
National Total,FOLTX,B12/LEVOMEFOLATE CALCIUM/B-6,1548,1460,3931,386952.93
National Total,FOLTX,CYANOCOBALAMIN/FA/PYRIDOXINE,1479,1352,2165,180584.34
National Total,FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,17023,11421,43061,65806430.36
National Total,FORADIL,FORMOTEROL FUMARATE,27033,18743,125272,30542606.94
National Total,FORFIVO XL,BUPROPION HCL,316,309,799,139700.87
National Total,FORTAMET,METFORMIN HCL,852,878,3877,3917504.4
National Total,FORTAZ,CEFTAZIDIME PENTAHYDRATE,269,239,466,57741.1
National Total,FORTAZ IN ISO-OSMOTIC DEXTROSE,CEFTAZIDIME NA/DEXTROSEISO,40,29,148,17842.8
National Total,FORTEO,TERIPARATIDE,39289,17807,206641,306569921
National Total,FORTESTA,TESTOSTERONE,4765,3934,13437,5914278.09
National Total,FORTICAL,CALCITONINSALMONSYNTHETIC,36394,23670,140625,12084208.45
National Total,FOSAMAX,ALENDRONATE SODIUM,2041,2095,7517,1107611.02
National Total,FOSAMAX PLUS D,ALENDRONATE SODIUM/VITAMIN D3,4860,4820,18216,3264711.17
National Total,FOSCARNET SODIUM,FOSCARNET SODIUM,  ,  ,18,4403.1
National Total,FOSINOPRIL SODIUM,FOSINOPRIL SODIUM,114960,73926,657056,12284327.21
National Total,FOSINOPRIL-HYDROCHLOROTHIAZIDE,FOSINOPRIL/HYDROCHLOROTHIAZIDE,7536,7538,41295,2740119.87
National Total,FOSPHENYTOIN SODIUM,FOSPHENYTOIN SODIUM,29,34,57,1843.83
National Total,FOSRENOL,LANTHANUM CARBONATE,17852,8706,73542,83451322.47
National Total,FOSTEUM,GENISTEIN/CIT ZN BISGLY/VIT D3,92,91,390,35862.08
National Total,FRAGMIN,DALTEPARIN SODIUMPORCINE,5690,3880,16090,21535769.8
National Total,FREAMINE III,PARENTERAL AMINO ACID 10% NO.4,32,33,187,16870.92
National Total,FREESTYLE PRECISION,SYRING W-NDLDISPINSUL0.5ML,51,52,134,2927.13
National Total,FREESTYLE PRECISION,SYRINGE & NEEDLEINSULIN1 ML,14,16,20,434.5
National Total,FROVA,FROVATRIPTAN SUCCINATE,2710,2754,10714,4938709.42
National Total,FULYZAQ,CROFELEMER,220,156,626,345020
National Total,FURADANTIN,NITROFURANTOIN,61,62,131,176231.04
National Total,FUROSEMIDE,FUROSEMIDE,5002942,446350,26441045,144880535.6
National Total,FUSILEV,LEVOLEUCOVORIN CALCIUM,88,62,352,917407.36
National Total,FUSION PLUS,IRONFUM&PS/FA/VIT B&C#18/L.CA,47,46,97,3380.22
National Total,FUZEON,ENFUVIRTIDE,467,496,3269,9278333.56
National Total,GABAPENTIN,GABAPENTIN,3776886,462617,19476202,532601060.9
National Total,GABITRIL,TIAGABINE HCL,3073,3119,19293,11250669.08
National Total,GABLOFEN,BACLOFEN,65,50,179,242881.44
National Total,GALANTAMINE HBR,GALANTAMINE HBR,59418,36297,401512,53078168.91
National Total,GALANTAMINE HYDROBROMIDE,GALANTAMINE HBR,308,341,1661,412837.03
National Total,GALZIN,ZINC ACETATE,  ,  ,60,14997.25
National Total,GAMASTAN S-D,IMMUNE GLOBULINGAMMA(IGG),148,94,944,212336.64
National Total,GAMMAGARD LIQUID,IMMUNE GLOBULINGAMMA(IGG),2884,1828,26323,232328211.5
National Total,GAMMAGARD S-D,IMMUNE GLOBULINGAMMA(IGG),44,46,358,2194303.51
National Total,GAMMAKED,IMMUNE GLOBGAM CAPRYLATE(IGG),136,123,1026,9965004.44
National Total,GAMMAPLEX,IMMUNE GLOBULINGAMMA(IGG),100,78,741,6293412.13
National Total,GAMUNEX-C,IMMUNE GLOBGAM CAPRYLATE(IGG),1438,985,13589,93637675.73
National Total,GANCICLOVIR SODIUM,GANCICLOVIR SODIUM,94,99,374,168042.06
National Total,GARAMYCIN,GENTAMICIN SULFATE,91,87,104,3241.75
National Total,GARDASIL,HUMAN PAPILOMVIRUS VACQVAL/PF,374,363,576,94007.12
National Total,GASTROCROM,CROMOLYN SODIUM,116,110,395,535051.89
National Total,GATIFLOXACIN,GATIFLOXACIN,17554,3474,21816,2161318.83
National Total,GATTEX,TEDUGLUTIDE,148,125,566,15169518.3
National Total,GAUZE BANDAGE,GAUZE BANDAGE,64,60,78,364.26
National Total,GAUZE PADS,GAUZE BANDAGE,321,313,516,4628.85
National Total,GAVILYTE-C,PEG 3350/NA SULFBICARBCL/KCL,143521,14975,152267,2415448.84
National Total,GAVILYTE-G,PEG 3350/NA SULFBICARBCL/KCL,97233,20023,101675,1577328.65
National Total,GAVILYTE-N,SODIUM CHLORIDE/NAHCO3/KCL/PEG,185055,16630,191200,3504965.14
National Total,GELNIQUE,OXYBUTYNIN,5387,2754,12250,2737989.44
National Total,GELNIQUE,OXYBUTYNIN CHLORIDE,7535,5362,26707,7286990.61
National Total,GEMCITABINE HCL,GEMCITABINE HCL,417,232,1610,2349019.71
National Total,GEMFIBROZIL,GEMFIBROZIL,435281,155339,2191307,55737945.55
National Total,GEMZAR,GEMCITABINE HCL,15,15,60,82159.64
National Total,GENADUR,CARBIT/EQUIS XT/ETHAN/CHIT/MSM,16,15,16,2896.83
National Total,GENERESS FE,NORETH-ETHINYL ESTRADIOL/IRON,324,329,1201,105484.62
National Total,GENERLAC,LACTULOSE,98165,61527,265185,5554111.99
National Total,GENGRAF,CYCLOSPORINE MODIFIED,2543,2136,14832,3543291.09
National Total,GENOTROPIN,SOMATROPIN,700,600,4867,7574466.49
National Total,GENTAK,GENTAMICIN SULFATE,44998,25218,55934,898012.39
National Total,GENTAMICIN SULFATE,GENTAMICIN SULFATE,265908,82271,404353,6863568.73
National Total,GENTAMICIN SULFATE,GENTAMICIN SULFATE/PF,118,98,243,13838.89
National Total,GENTAMICIN SULFATE IN NS,GENTAMICIN IN NACL ISO-OSM,888,704,1989,48209.96
National Total,GEODON,ZIPRASIDONE HCL,4218,4272,20741,13146084.05
National Total,GEODON,ZIPRASIDONE MESYLATE,3666,2034,8742,1023176.83
National Total,GIANVI,ETHINYL ESTRADIOL/DROSPIRENONE,1990,2295,10810,747500.27
National Total,GIAZO,BALSALAZIDE DISODIUM,25,27,66,43266.45
National Total,GILDAGIA,NORETHINDRONE-ETHINYL ESTRAD,51,55,164,5531.7
National Total,GILDESS,NORETHINDRONE A-E ESTRADIOL,1101,1153,4112,119922.37
National Total,GILDESS FE,NORETH A-ET ESTRA/FE FUMARATE,2939,3074,12354,309703.45
National Total,GILENYA,FINGOLIMOD HCL,5270,2664,41942,228472153.3
National Total,GILOTRIF,AFATINIB DIMALEATE,389,346,819,4778292.24
National Total,GLASSIA,ALPHA-1-PROTEINASE INHIBITOR,100,85,893,7522086.35
National Total,GLEEVEC,IMATINIB MESYLATE,13684,9003,110658,779575541.9
National Total,GLIMEPIRIDE,GLIMEPIRIDE,1039359,186157,5609605,60750952.3
National Total,GLIPIZIDE,GLIPIZIDE,1030471,228524,5260624,48829822.06
National Total,GLIPIZIDE ER,GLIPIZIDE,401498,144643,1918538,40127936.73
National Total,GLIPIZIDE XL,GLIPIZIDE,328234,125539,1575134,35691023.29
National Total,GLIPIZIDE-METFORMIN,GLIPIZIDE/METFORMIN HCL,52268,29520,241710,19275140.66
National Total,GLUCAGEN,GLUCAGONHUMAN RECOMBINANT,37060,15455,78338,13961656.49
National Total,GLUCAGON EMERGENCY KIT,GLUCAGONHUMAN RECOMBINANT,55707,28522,96251,20463450.89
National Total,GLUCOPHAGE,METFORMIN HCL,4524,4849,22408,3234352.43
National Total,GLUCOPHAGE XR,METFORMIN HCL,2600,2760,12607,1645087.68
National Total,GLUCOPRO,SYRING W-NDLDISPINSUL0.3ML,13,  ,52,683.98
National Total,GLUCOPRO,SYRING W-NDLDISPINSUL0.5ML,19,  ,57,1036.71
National Total,GLUCOPRO,SYRINGE & NEEDLEINSULIN1 ML,  ,  ,13,180.45
National Total,GLUCOTROL,GLIPIZIDE,495,558,2129,242977.92
National Total,GLUCOTROL XL,GLIPIZIDE,2281,2499,11364,958947.27
National Total,GLUCOVANCE,GLYBURIDE/METFORMIN HCL,1006,1103,5007,781067.79
National Total,GLUMETZA,METFORMIN HCL,11458,8165,43403,28038035.76
National Total,GLUTOSE 15,DEXTROSE,15,  ,20,352.01
National Total,GLYBURIDE,GLYBURIDE,513492,170885,2419069,61261117.09
National Total,GLYBURIDE MICRONIZED,GLYBURIDEMICRONIZED,33636,22569,167241,2204222.67
National Total,GLYBURIDE-METFORMIN HCL,GLYBURIDE/METFORMIN HCL,208698,83527,1025929,27021896.4
National Total,GLYCOPHOS,SODIUM GLYCEROPHOSPHATE,12,12,51,3084.83
National Total,GLYCOPYRROLATE,GLYCOPYRROLATE,35309,21886,149739,9431047.54
National Total,GLYNASE,GLYBURIDEMICRONIZED,125,146,567,86102.66
National Total,GLYSET,MIGLITOL,3239,2531,15045,2895488.97
National Total,GOLYTELY,PEG 3350/NA SULFBICARBCL/KCL,20760,7981,22936,383654.19
National Total,GRALISE,GABAPENTIN,11229,6170,39217,8970843.35
National Total,GRANISETRON HCL,GRANISETRON HCL,2437,1450,6361,1310401.86
National Total,GRANISETRON HCL,GRANISETRON HCL/PF,237,93,907,138170.23
National Total,GRANISOL,GRANISETRON HCL,  ,  ,11,4617.6
National Total,GRIFULVIN V,GRISEOFULVIN MICROSIZE,773,721,1053,251233.71
National Total,GRIS-PEG,GRISEOFULVIN ULTRAMICROSIZE,2281,1830,4049,1253505.74
National Total,GRISEOFULVIN,GRISEOFULVIN MICROSIZE,3791,3158,5892,1143762.27
National Total,GRISEOFULVIN ULTRAMICROSIZE,GRISEOFULVIN ULTRAMICROSIZE,4560,3100,7652,2169069.9
National Total,GUANFACINE HCL,GUANFACINE HCL,33630,22840,181984,2808893.5
National Total,GUANIDINE HCL,GUANIDINE HCL,  ,  ,20,1647.63
National Total,GYNAZOLE 1,BUTOCONAZOLE NITRATE,562,495,667,58693.62
National Total,GYNAZOLE-1,BUTOCONAZOLE NITRATE,13,12,13,824.4
National Total,H.P. ACTHAR,CORTICOTROPIN,2431,1345,6752,262581602.4
National Total,HALAVEN,ERIBULIN MESYLATE,38,35,135,660780.02
National Total,HALCION,TRIAZOLAM,251,255,855,111514.08
National Total,HALDOL,HALOPERIDOL LACTATE,197,165,254,16462.16
National Total,HALDOL DECANOATE 100,HALOPERIDOL DECANOATE,533,530,1710,404141.28
National Total,HALDOL DECANOATE 50,HALOPERIDOL DECANOATE,195,204,606,70121.86
National Total,HALFLYTELY-BISACODYL,BISAC/NACL/NAHCO3/KCL/PEG 3350,55731,8563,57038,3873759.67
National Total,HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,69451,26888,131463,13187865.93
National Total,HALOG,HALCINONIDE,2842,2027,4373,1291107.92
National Total,HALONATE,HALOBETASOL/AMMONIUM LACTATE,44,32,59,13531.68
National Total,HALONATE PAC,HALOBETASOL/AMMONIUM LACTATE,46,42,66,8624.75
National Total,HALOPERIDOL,HALOPERIDOL,199978,91278,1228085,28272212.5
National Total,HALOPERIDOL,HALOPERIDOL LACTATE,1968,1329,3356,126954.64
National Total,HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,35245,16560,222387,16199766.09
National Total,HALOPERIDOL DECANOATE 100,HALOPERIDOL DECANOATE,11795,6689,60855,5573462.51
National Total,HALOPERIDOL LACTATE,HALOPERIDOL LACTATE,33034,16705,73568,1786154.39
National Total,HAVRIX,HEPATITIS A VIRUS VACCINE/PF,8066,4146,8955,703679.34
National Total,HEALTHY ACCENTS UNIFINE PENTIP,NEEDLES INSULIN DISP. SAFETY,101,104,187,4736.39
National Total,HEALTHY ACCENTS UNIFINE PENTIP,NEEDLES INSULIN DISPOSABLE,1930,1465,4252,115782.52
National Total,HEATHER,NORETHINDRONE,836,878,3237,86178.08
National Total,HECORIA,TACROLIMUS,282,221,1351,464269.23
National Total,HECTOROL,DOXERCALCIFEROL,5685,4259,30821,21878682.88
National Total,HELIDAC,BISMUTH SAL/METRONID/TETRACYC,401,384,404,290707.66
National Total,HEMATINIC PLUS,IRON/FA/VITAMIN B COMP W-C/MIN,216,204,753,12223.14
National Total,HEMATINIC WITH FOLIC ACID,FERROUS FUMARATE/FOLIC ACID,129,107,509,4294.75
National Total,HEMATOGEN,FE FUMARATE/VIT C/B12/STOMC,26,26,68,989.34
National Total,HEMATOGEN FA,IRON FUMARATE/VIT C/VIT B12/FA,15,14,39,525.27
National Total,HEMATOGEN FORTE,IRON FUMARATE/VIT C/VIT B12/FA,64,57,155,3708.59
National Total,HEMATRON-AF,IRONCARB/DSS/B12IF/FA/MV-MN,15,15,24,788.04
National Total,HEMAX,IRONCARB/DSS/B12IF/FA/MV-MN,  ,  ,12,345.42
National Total,HEMENATAL OB,PRENATAL VITAMINS#21 IRON FA,  ,  ,25,2617.39
National Total,HEMENATAL OB + DHA,PNV COMBO #22/IRON/FA/OM3/DHA,18,17,56,3029.52
National Total,HEMETAB,IRON PS/IRON HEM POLY/FA/B12,41,42,117,10577.51
National Total,HEMOCYTE PLUS,FE FUMARATE/FA/MV MIN COMB#15,340,321,1100,26440.48
National Total,HEMOCYTE-F,FERROUS FUMARATE/FOLIC ACID,23,20,63,968.97
National Total,HEPAGAM B,HEPATITIS B IMMUN GLOB/MALTOSE,14,13,49,124419.73
National Total,HEPARIN SODIUM,HEPARIN SODIUMPORCINE,29426,12797,145207,8361274.77
National Total,HEPARIN SODIUM,HEPARIN SODIUMPORCINE/PF,450,359,850,118335.84
National Total,HEPARIN SODIUM-D5W,HEPARIN SODIUMPORCINE/D5W,  ,  ,22,1685.47
National Total,HEPSERA,ADEFOVIR DIPIVOXIL,1323,1378,8919,10595714.69
National Total,HERCEPTIN,TRASTUZUMAB,282,193,1481,7556368.61
National Total,HEXALEN,ALTRETAMINE,90,81,252,333868.84
National Total,HIBERIX,HIB CONJ-TET TOX(15MOS-4YR)/PF,  ,  ,11,839.93
National Total,HIPREX,METHENAMINE HIPPURATE,189,183,630,115438.58
National Total,HIZENTRA,IMMUNE GLOBULINGAMMA(IGG),316,289,3585,14247895.85
National Total,HOMATROPAIRE,HOMATROPINE HBR,612,543,809,18494.09
National Total,HOMATROPINE,HOMATROPINE HBR,11,11,13,299.91
National Total,HORIZANT,GABAPENTIN ENACARBIL,3053,2549,9213,1738225.68
National Total,HUMALOG,INSULIN LISPRO,470645,162609,1890972,643093523.8
National Total,HUMALOG MIX 50-50,INSULIN NPL/INSULIN LISPRO,12244,8178,61869,35037286.4
National Total,HUMALOG MIX 75-25,INSULIN NPL/INSULIN LISPRO,92704,54295,489408,223546371.9
National Total,HUMAPEN LUXURA HD,INSULIN ADMIN. SUPPLIES,142,124,159,8746.92
National Total,HUMATROPE,SOMATROPIN,674,554,4199,6769719.12
National Total,HUMIRA,ADALIMUMAB,46448,18225,325242,955331810.7
National Total,HUMULIN 70-30,HUM INSULIN NPH/REG INSULIN HM,141340,80457,759904,185586922.7
National Total,HUMULIN N,NPH HUMAN INSULIN ISOPHANE,162103,71790,727558,132240487.5
National Total,HUMULIN R,INSULIN REGULAR HUMAN,142098,70709,519160,143663569.2
National Total,HYCAMTIN,TOPOTECAN HCL,  ,  ,21,100160.07
National Total,HYCET,HYDROCODONE/ACETAMINOPHEN,43,46,64,24984.38
National Total,HYDRALAZINE HCL,HYDRALAZINE HCL,718811,220404,3684542,94329446.64
